,index,sentence,old_model_label,pred_label
320,320, virginamerica thanks guys sweet route over the rockies airplanemodewason,2,2.0
321,321, americanair when should expect response from customer relations,0,1.0
322,322, southwestair this has to be the best video have seen ever teamspirit https co x5jena7nye,2,0.0
323,323, usairways americanair trying to chg ticket for staff member leaving org before she can fly we re nonprofit can you make an exception ,1,0.0
324,324, jetblue word thanks,2,0.0
325,325, southwestair thanks for the apology unfortunately have had one too many bad experiences and will no longer be flying with southwest ,0,0.0
326,326, united nice wonder how you pick who to respond to maybe only happy customers are easier wonder how many of those you have left ,0,0.0
327,327, usairways your exchange credit policies are worthless and shadier than the white house dissatisfied to the nines right now ,0,0.0
328,328, usairways look delta has made the right call on cho please evaluate http co 3khgjofgpx,0,0.0
329,329, americanair need to change ticket and my res can be changed online also can get call through due to high volume can help ,0,0.0
330,330, jetblue thanks for getting me to boston early for tuftsenergyconf breaking barriers to clean energy future ,2,1.0
331,331, americanair aww cool it nice to know they are still up above my head then one of my faves ,2,0.0
332,332, united awesome new plane flight 1701,2,0.0
333,333, united man can wait to book my ticket now thanks jp you re life sabe,2,1.0
334,334, southwestair do you think the flights out of nashville will be cancelled flighted tomorrow ,1,0.0
335,335, southwestair americanair all are better then united,2,2.0
336,336, virginamerica can you please have flights in sjc have no choice but to fly southwest to vegas ,1,0.0
337,337, united more and more delays no cs help at all no notifications ,0,2.0
338,338, usairways thank you this whole crew has rocked through bad weather and diversion pilot keeping us well informed customerservice,2,0.0
339,339, americanair they were no where to be found at midnight last night would think the agent in lax could have relayed that info bag on flt,0,0.0
340,340, united yes houston int bush ,1,1.0
341,341, americanair its not weather thats why said the other people received hotel rooms while the people at the end of the line did not get them,0,2.0
342,342, americanair sure hope you all can fix usairways good luck their service sucks nexttimeiwillflysouthwest,0,0.0
343,343, jetblue my mom wanted me to change her seat along with my sister but their two different reservations and idk,1,0.0
344,344, usairways have been rebooked but it has been handled very unprofessionally cancelled flightations happen but the disorganization is uncalled for ,0,2.0
345,345, united no they aren i just called to check worstcustomerservice,0,0.0
346,346, united speaking of my flight skateboards are allowed as carry on bagage right no extra payment needed ,1,0.0
347,347, usairways we flew out through and into good weather when we landed another technical issue with gate improve service or lose customers,0,0.0
348,348, jetblue thanks for the instant reply and for still doing first bag free so important ,2,0.0
349,349, americanair can use an swu on an finnair codeshare of an american operated flight jfk man thanks in advance for the help ,1,2.0
350,350, usairways had rep 10 min in who said she couldn help so transferred me to dividend miles customer service,0,0.0
351,351,number or email that the purpose of sending you tweet usairways,0,0.0
352,352, americanair your response could have made all the difference it could have made the situation better no trust get lost like my bag ,0,1.0
353,353, southwestair this was the 3rd cancelled flightlation in 2 days due to weather in nashville 3 trips to the airport each time communicated late flight by sw,0,2.0
354,354, jetblue is can make changes on the website am still charged 25 dollars for using phone,0,2.0
355,355, united is 4 30am and am in the customer service line trying not to scream epicfailunited,0,0.0
356,356, usairways paid for my seat expect to be able to use my full seat,0,0.0
357,357, southwestair pleasantly surprised to be boarding my flight on time this morning at fly_nashville good job ,2,0.0
358,358, jetblue status of flight 684 from mco to lga tomorrow ,1,0.0
359,359, usairways let say it directly correlate flightd to the chance of replacement case know which would cost the airline less ,0,0.0
360,360, jetblue nope this 8 45am flight is now not leaving until almost 5pm 5 can believe paid money for this ,0,0.0
361,361, southwestair thanks ll keep checking m trying to book our first disney world vacation ,2,0.0
362,362, usairways past tense re help no more it been even more miserable than usual at clt ,0,0.0
363,363, united need assistance to change flight to get to an ailing parent have flight leaving tuesday need to change asap to sooner custserv,1,2.0
364,364, southwestair heard rumor flight 898 was cancelled flightled is this true ,1,0.0
365,365, usairways looking for some help to recover an item left on an airplane this evening,1,0.0
366,366, jetblue change in the air for travelers investors bloombergnews http co 6redd3vc73,1,0.0
367,367, united upset with your disability services when told one of your employees was carrying medical equipment she was very rude ,0,0.0
368,368, southwestair safety back in dallas ,1,0.0
369,369, jetblue how is it possible the only way to contact your fraud department is mailing physical letter no telephone no email really ,0,0.0
370,370, americanair ve tried ten times now last night and this morning how many times should try have meetings to make tonight in atx ,0,1.0
371,371, united boarding plane would be much faster if you boarded back to front instead of front to back makessense efficiency travel flying,0,0.0
372,372, jetblue thanks have good sunday ,2,0.0
373,373, united traveling from fra thru iad to mco tomorrow concerned abt iad weather can change until advisory issued any advice ,1,0.0
374,374, united epicfail from former gate agent in pia he walked away and quit luckily responsible pia agent saved the day ,0,0.0
375,375, americanair thanks for following up think it fair to refund the ticket price and the two one way rental cars had to buy ,2,2.0
376,376, jetblue airways corporation registers high short interest wall street pulse http co hxsnv7fbbh,1,0.0
377,377,eliza amp cheated on americanair with airtahitinui amp it was lovely flight but we ll be back lots ,2,1.0
378,378, usairways it very difficult to work with baggage claims when they don answer the phone,0,0.0
379,379, americanair really needs to get a clue and start treating people like humans not animals americandairlinessucks,0,1.0
380,380, jetblue that right game set match ,1,2.0
381,381, united thats because you didnt read my entire tweet wife 12pm flight is now delayed to 6 30 thats 3 6 hour flight delays in 2 weeks,0,0.0
382,382, americanair waiting for you to pick up coming up on 3 hours now http co nopq5xisbs,0,1.0
383,383, jetblue want to add my flight to mexico was on air canada same exact situation but with none of the problems ve had with jet blue ,0,0.0
384,384, usairways this very pregnant lady hoping amp praying hubbys flight from bwi gets off the ground d like him to get here before baby does ,1,1.0
385,385, virginamerica first time flying virgin went to sanfrancisco thanks for the smooth ride easily my new fav airline ,2,0.0
386,386, united current hold time after speaking to rep to have tix reissued is 42 mins why so long amp why not make this option available online ,0,0.0
387,387,i ve been trying to set up my phone interview for days and hoping the position won be filled because the link doesn work usairways,0,0.0
